job_title,company_name,job_summary,job_link,job_tech_stack
Lead Project Data Analyst,Eaton,"Develop and own the implementation and tracking of data modernization/ digitalization for the transformations team through Power Bi and other business analytical tools. Own the development and enhancement of team capacity planning, project budgeting, program and execution pla...",https://www.profession.hu/allas/lead-project-data-analyst-eaton-2253890?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
IT üzleti elemző (business analyst),PROGEN MÉRNÖKI FEJLESZTŐ ÉS SZOLGÁLTATÓ KFT.,"a vállalatirányítási rendszer folyamatainak, adatfolyamainak megismerése a logisztika/kereskedelem szakterület üzleti folyamataihoz kapcsolódó fejlesztési igények összegyűjtése, elemzése és összevetése a szoftver jelenlegi megoldásaival ügyfeleink üzleti folyamatainak felmérése,...",https://www.profession.hu/allas/it-uzleti-elemzo-business-analyst-progen-mernoki-fejleszto-es-szolgaltato-kft-2237949?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Business Analyst,VI5 Technologies Kft.,"Adatgyűjtés, adattisztítás és adatmodellezés az üzleti igények alapján. Riportok és adatvizualizációk készítése, amelyek segítik a vezetőséget a stratégiai döntésekben. Üzleti igények elemzése és üzleti folyamatok javítására irányuló javaslatok kidolgozása az adatok alapján. BI r...",https://www.profession.hu/allas/business-analyst-vi-technologies-kft-2250977?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,"['BI', 'SQL']"
IT üzleti elemző (banki területre),UNIQA Raiffeisen Software Service Kft.,SQL összehasonlítások készítése Analitikai tevékenységek végzése a különböző banki rendszerekben Adatbázis lekérdezések fejlesztése (SQL) és ezek megigénylése éles környezetben Adatmodellezési tevékenységek Az adattárház tesztzónáihoz szükséges adatok átvételének megrendelése...,https://www.profession.hu/allas/it-uzleti-elemzo-banki-teruletre-uniqa-raiffeisen-software-service-kft-budapest-2248819?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,"['SQL', 'ADATTÁRHÁZ']"
Senior IT Üzleti elemző,Magyar Posta Zrt.,"Megfogalmazott üzleti elképzelések alapján fejlesztési igények elkészítésében való aktív részvétel, Fejlesztési specifikációk egyeztetése, véglegesítése az érintett üzleti és informatikai szakterületekkel IT szempontú megfelelés biztosítása céljából, A területet érintő fejlesztés...",https://www.profession.hu/allas/senior-it-uzleti-elemzo-magyar-posta-zrt-budapest-2257682?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Junior IT Business Analyst,DORSUM Zrt.,"Senior kollégáink támogatásával részt vehetsz hosszútávú termékfejlesztési és ügyfél bevezetési projektjeinkben. Ennek során új termékek, termékfunkciók kitalálásában. Részese lehetsz azon új rendszerek megszületésének, amiket ügyfeleink fognak használni Meg kell értened ügyfelei...",https://www.profession.hu/allas/junior-it-business-analyst-dorsum-zrt-budapest-2243904?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Üzleti elemző - Kontraktor (KK),Tech People Hungary Kft.,"Digitális termék és üzleti elemzői feladatok ellátása webalkalmazás fejlesztéseknél Projektcsapatok és azok tagjainak feladatainak tervezése, priorizálása Projektek előkészítésben való részvétel a felelősségi körébe tartozó rendszerek, folyamatok, szolgáltatások kapcsán termékmen...",https://www.profession.hu/allas/uzleti-elemzo-kontraktor-kk-tech-people-hungary-kft-2260453?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
IT Üzleti Elemző,NMHH Nemzeti Média- és Hírközlési Hatóság,"fejlesztési igények felmérése, rendszerezése; igény leírások készítése, egyeztetése az igénylő szervezettel, informatikus kollegákkal; adatok- és folyamatok elemzése, modellezése; követelmények elemzése teljeskörűség, ellentmondás mentesség és megvalósíthatóság szempontjából; fun...",https://www.profession.hu/allas/it-uzleti-elemzo-nmhh-nemzeti-media-es-hirkozlesi-hatosag-2249664?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Adatelemző szakember - 4 óra,UniCredit Bank Zrt.,"- Rendszeres, havi és heti riportok készítése főként excel adatbázisok alapján. - Új riportok készítése, DWH igények definiálása, meglévő riportok vizualizációjának javítása. - Riportok alapján rövid prezentációk készítése - Felhasználók támogatása a roportok értelmezésében. - Co...",https://www.profession.hu/allas/adatelemzo-szakember-ora-unicredit-bank-zrt-budapest-2256935?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,"['ACCESS', 'TABLEAU']"
Master Data Management Analyst Trainee - Diákmunka,Mind-Diák Szövetkezet,"Delivery of actionable governance strategy within all master data domains for CHC ( Consumer HealthCare Global Business Unit ) Oversee continuous data cleansing and application of such policies across the CHC organization and within local Master Data Maintenance Teams Review, upd...",https://www.profession.hu/allas/master-data-management-analyst-trainee-diakmunka-mind-diak-szovetkezet-2247217?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,"['MICROSOFT OFFICE', 'DATA MANAGEMENT']"
Business Analyst (BI fejlesztő),MVM CEEnergy Zrt.,"A kereskedelmi és támogató területek fejlesztési igényeinek összegyűjtése, dokumentálása, illetve ezek transzformálása hatékony IT rendszer vagy riport fejlesztési specifikációkká MS PowerBI riportok, megoldások fejlesztése Riport és rendszer fejlesztések tesztelése Adattöltéseke...",https://www.profession.hu/allas/business-analyst-bi-fejleszto-mvm-ceenergy-zrt-budapest-2243534?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,"['BI', 'POWERBI', 'ADATTÁRHÁZ', 'ORACLE', 'SQL']"
Automation Analyst gyakornok diákmunka,MADS - Márton Áron Iskolaszövetkezet,"; Angol; Általános munkarend; Internships; Student work; High school; Data Analyst; Tester, Test... Engineer; Administration, Assistance, Office Work; IT Development; English; General work schedule Power bi; Excel BI; VBA; SECURITY; SAP; ORACLE...",https://www.profession.hu/allas/automation-analyst-gyakornok-diakmunka-mads-marton-aron-iskolaszovetkezet-budapest-2258586?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,"['BI', 'VBA', 'SECURITY', 'SAP', 'ORACLE']"
Automation Tester (E-G2),Tech People Hungary Kft.,"Develop and introduce automated testing scripts using various technologies to test; Recommend improvements to testing processes and procedures; Stay up-to-date with the latest testing technologies and methodologies; Analyze, reproduce and track errors reported by the customer or...",https://www.profession.hu/allas/automation-tester-e-g-tech-people-hungary-kft-budapest-2245139?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Senior frontend developer (E01),Tech People Hungary Kft.,"Creating new functionalities of the financial systems Participation in the creation of the new, state of the art systems user interface Write clear, maintainable and testable code that you are proud of Confession free participation in cross-team function Running the mentorship wi...",https://www.profession.hu/allas/senior-frontend-developer-e-tech-people-hungary-kft-budapest-2243868?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Medior / Senior IT Business Analyst - Rendszerszervező,Nova Human Resources Kft.,Szervezői feladatok ellátása agilis vagy waterfall módszertan szerint működő dinamikus csapatban Rendszerkoncepciók és tervek készítése Kapcsolattartás ügyfelekkel,https://www.profession.hu/allas/medior-senior-it-business-analyst-rendszerszervezo-nova-human-resources-kft-budapest-2254583?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,"['SQL', 'UML', 'WEBSERVICE', 'XML', 'SOAPUI']"
Adatirányítasi koordinátor (business analyst),Főpolgármesteri Hivatal,"Oktatás, mentorálás és kapcsolattartás a Főpolgármesteri Hivatal szakterületeivel Szervezeti adatszótár kialakításában való proaktív részvétel és koordinációs feladatok Függőségek felderítése, igények összegyűjtése és elemzése Folyamatok tervezése, dokumentálása, megújítása és op...",https://www.profession.hu/allas/adatiranyitasi-koordinator-business-analyst-fopolgarmesteri-hivatal-budapest-2248643?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Üzleti elemző/folyamatszervező,Magyar Autóklub,"az elsődleges feladat a Magyar Autóklub folyamataira vonatkozó folyamatmenedzseri és üzleti elemzői feladatok ellátása új üzleti igények megvalósításának támogatása meglévő folyamatok feltérképezése, szakmai egyeztetése, dokumentálása, folyamatjavító módosítások megfogalmazása, e...",https://www.profession.hu/allas/uzleti-elemzo-folyamatszervezo-magyar-autoklub-budapest-2243967?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Üzleti elemző,MVM Next Energiakereskedelmi Zrt.,"Az energia versenypiaci értékesítési működést és területi döntéshozatalt támogató elemzések és riportok elkészítése Facilitálja a megfelelő információ és adatáramlást az értékesítési szervezetek, vezetők és egyéb, kapcsolódó területek között Támogatja a szakterületi komplex adatb...",https://www.profession.hu/allas/uzleti-elemzo-mvm-next-energiakereskedelmi-zrt-budapest-2257722?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,"['MS OFFICE', 'SQL', 'CRM']"
Intermediate Business Analyst,TATA Consultancy Services Hungary,"Business Analyst full lifecycle Development Management, functional set-up and management Writing and executing test cases Fix coding issues, being able to catch coding/logic errors in the code using RPG language Consulting with the developer team about technical approach Performi...",https://www.profession.hu/allas/intermediate-business-analyst-tata-consultancy-services-hungary-2247154/pro?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Üzleti elemző,Euroleasing Zrt.,"IT-rendszerek funkcionalitásának biztosítása, a fejlesztések irányítása. Komplex üzleti problémák felismerése, az üzleti igények és folyamatok nagyfokú megértése, elemzése, vizualizálása. Az üzleti terület igényeinek teljes mértékben megfelelő informatikai alkalmazások megtervezé...",https://www.profession.hu/allas/uzleti-elemzo-euroleasing-zrt-budapest-2247301?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Junior IT Business Analyst (rendszerszervező),OTP Bank Nyrt.,"Global Markets terület fejlesztési feladataihoz specifikáció készítése Üzleti igények egyeztetése az érintettekkel Paraméterezési feladatok végrehajtása Fejlesztések tesztelésében való részvétel Hibák, potenciális problémák feltárásában történő aktív közreműködés...",https://www.profession.hu/allas/junior-it-business-analyst-rendszerszervezo-otp-bank-nyrt-budapest-2241427?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,['SQL']
Business analyst - contractor (LJF),Tech People Hungary Kft.,Collaborating with stakeholders to gather and understand business requirements. Translating business needs into clear and actionable technical requirements for Salesforce implementation. Playing a key role in demand management from the Salesforce perspective. Providing insights a...,https://www.profession.hu/allas/business-analyst-contractor-ljf-tech-people-hungary-kft-2247764?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Software Configuration Engineer,Eaton,"As Junior Software Configuration Engineer you will be part of in an international team supporting Eaton's high-end solution, Energy Power Monitoring System (EPMS). Our software offers real-time power and environmental system monitoring at a single facility or multiple locations t...",https://www.profession.hu/allas/software-configuration-engineer-eaton-2244988?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Data Analyst Intern - Diákmunka,Mind-Diák Szövetkezet,"Showing ownership and contributing to team’s target deliverables Proactively communicating assignment progress (status, challenges, success) to team members, supervisors, and stakeholders Organizing and combining data input from multiple sources to produce internal recurring and...",https://www.profession.hu/allas/data-analyst-intern-diakmunka-mind-diak-szovetkezet-2252908?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,"['ANALYTICS', 'PYTHON', 'LINUX', 'UNIX', 'SQL', 'WORD', 'OUTLOOK']"
Functional Process Improvement Analyst (1-7-43563/PR),Grafton Recruitment,"Our highly prestigious partner company in the media sector is looking for a Functional Process Improvement Analyst in their Centre of Excellence. Your tasks would be: - Collaborate with other teams on planning, building and deploying automations - Plan and build simple automation...",https://www.profession.hu/allas/functional-process-improvement-analyst-pr-grafton-recruitment-2260757?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Master Data Specialist,Reed Specialist Recruitment,"Be involved in the transition of master data processes from European entities to Hungary Be responsible for master data processing and management (Accounts Payable/ Accounts Receivable) Ensure master data accuracy, drive MD clean-up projects Ensure compliance to overall master da...",https://www.profession.hu/allas/master-data-specialist-reed-specialist-recruitment-2252192?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Data Analyst - Applications Services Enterprise,GIVAUDAN BUSINESS SOLUTIONS KFT.,"Data Analyst - Your future role?   As a Data Analyst in Budapest, you will support our Production Systems in cooperation with Master Data Management to improve its efficiency and capability. You will report to the Enterprise Data APS Platform Lead.   You will: - Resolve problems...",https://www.profession.hu/allas/data-analyst-applications-services-enterprise-givaudan-business-solutions-kft-budapest-2241158?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
BI fejlesztési szakértő (Budapest),E.ON Energiamegoldások Korlátolt Felelősségű Társaság,"BI fejlesztési csapat szakmai irányítása, fejlesztői csapat munkájának koordinálása (2-4 fő) BI solution architekt szerepkör: BI megoldások tervezése, fejlesztési projektek vezetése Adattárház üzemeltetési koncepció kialakítása, működtetése Adatbázis, big data és jövőbeli technol...",https://www.profession.hu/allas/bi-fejlesztesi-szakerto-budapest-e-on-energiamegoldasok-korlatolt-felelossegu-tarsasag-2247990?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,"['BI', 'ADATTÁRHÁZ', 'SQL', 'AZURE']"
Analytical Innovation Engineer – Budapest (Industry 4.0 Engineer),Bunge Zrt.,Facilitate quality sensors roadmap implementation for each assigned facility Coordinate and identify the requirements for the implementation and installation of new quality sensors. Define and identify the requirements to integrate the quality sensors in automation control-loops...,https://www.profession.hu/allas/analytical-innovation-engineer-budapest-industry-engineer-bunge-zrt-2241362?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,['SAP']
Mobil Product Manager,profession.hu Kft.,", riportálni a kollégáid felé. Ehhez kapsz segítséget adatelemző és piackutató munkatársaktól is...",https://www.profession.hu/allas/mobil-product-manager-profession-hu-kft-budapest-2252480/pro?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Senior Software Engineer (Connected Navigation),aiMotive Kft.,"Understand requirements between systems and be able to translate them into well-balanced technical designs that can be implemented in an iterative approach enabling agility. Deliver a best-in-class operational excellence by implementing observability (e.g. alerting, metrics) as a...",https://www.profession.hu/allas/senior-software-engineer-connected-navigation-aimotive-kft-2255129?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,"['CLOUD', 'SECURITY', 'JAVA', 'C++', 'NODE.JS', 'PYTHON', 'AWS', 'DEVOPS']"
Software Engineer/Developer,Deutsche Telekom TSI Hungary Kft.,"Job Description  We construct and manage solutions for automating infrastructure rollout as well as IP address management, while also establishing the groundwork for data-driven decision-making through our data analytics platform. We are currently taking over a new responsib...",https://www.profession.hu/allas/software-engineer-developer-deutsche-telekom-tsi-hungary-kft-2250106?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,"['ANALYTICS', 'DATABASE', 'CLOUD', 'PYTHON', 'ANGULAR', 'KOTLIN', 'JAVA', 'SQL', 'DATABASES', 'LINUX', 'DOCKER', 'VISIO']"
Application Support Engineer,thyssenkrupp Components Technology Hungary Kft.,The development of solutions for our future PLM / ALM landscape based on the Siemens PLM application suite is your primary goal. You will take part in developing concepts and in the technical realization. You will configure our PLM system landscape and adapt it from a technical p...,https://www.profession.hu/allas/application-support-engineer-thyssenkrupp-components-technology-hungary-kft-2255459?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,"['ANALYTICS', 'SQL']"
C++ Software Engineer - Industry Automation,evosoft Hungary Kft.,"design, implement, test and maintain product features in C++, on Linux/Windows, using Agile methods on a daily basis using Microsoft Azure DevOps and git mentoring and sharing knowledge among teams working in cross-functional team, embrace change to overcome challenges resolve c...",https://www.profession.hu/allas/c-software-engineer-industry-automation-evosoft-hungary-kft-2245840/pro?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Automation Tester (E-G2),Tech People Hungary Kft.,"Develop and introduce automated testing scripts using various technologies to test; Recommend improvements to testing processes and procedures; Stay up-to-date with the latest testing technologies and methodologies; Analyze, reproduce and track errors reported by the customer or...",https://www.profession.hu/allas/automation-tester-e-g-tech-people-hungary-kft-budapest-2245139?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Senior frontend developer (E01),Tech People Hungary Kft.,"Creating new functionalities of the financial systems Participation in the creation of the new, state of the art systems user interface Write clear, maintainable and testable code that you are proud of Confession free participation in cross-team function Running the mentorship wi...",https://www.profession.hu/allas/senior-frontend-developer-e-tech-people-hungary-kft-budapest-2243868?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
IT Project Manager,Wonderline Europe Zrt.,"és üzleti folyamatok oktatása Kapcsolattartás csapatokkal (megrendelő, üzleti elemző, fejlesztő, tesztelő...",https://www.profession.hu/allas/it-project-manager-wonderline-europe-zrt-budapest-2260546?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Automation Analyst gyakornok diákmunka,MADS - Márton Áron Iskolaszövetkezet,"; Angol; Általános munkarend; Internships; Student work; High school; Data Analyst; Tester, Test... Engineer; Administration, Assistance, Office Work; IT Development; English; General work schedule Power bi; Excel BI; VBA; SECURITY; SAP; ORACLE...",https://www.profession.hu/allas/automation-analyst-gyakornok-diakmunka-mads-marton-aron-iskolaszovetkezet-budapest-2252040?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,"['BI', 'VBA', 'SECURITY', 'SAP', 'ORACLE']"
Software Engineer (Java),LOXON SOLUTIONS Zrt.,participate in the developmentand long-term support of high-quality customer data management software be part of an excellent team: both talented and motivated developers and business analysts support and implement new features to our existing productwith Java technologies (JavaE...,https://www.profession.hu/allas/software-engineer-java-loxon-solutions-zrt-2242151/pro?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,"['JAVA', 'SQL', 'DATABASE', 'SPRING', 'GIT', 'LINUX', 'ORACLE', 'MSSQL', 'POSTGRESQL', 'APACHE', 'DOCKER', 'DATA MANAGEMENT']"
Senior IT Üzleti Tervező és Architekt (Központi Rendszerek),Magyar Posta Zrt.,Dunavirág utca 2-6. XIII. kerület Budapest It üzleti elemző Részt vesz az informatikai stratégia...,https://www.profession.hu/allas/senior-it-uzleti-tervezo-es-architekt-kozponti-rendszerek-magyar-posta-zrt-budapest-2250339?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,"['ENTERPRISE ARCHITECT', 'UML']"
Technical support engineer,Pannonjob Kft.,Engineers apply advanced troubleshooting techniques to provide unique solutions for our customers and lead customer interactions by thoughtfully working with them to dive deep into the issue and get the root cause Interact with leading engineers around the world Partner with CLOU...,https://www.profession.hu/allas/technical-support-engineer-pannonjob-kft-budapest-2251912?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
IT Consultant (Core Application Delivery),E.ON Digital Technology Hungary Kft.,Business Analyst feladatok ellátása Projektekben delegálás esetén részvétel Üzleti és technikai tanácsadás...,https://www.profession.hu/allas/it-consultant-core-application-delivery-e-on-digital-technology-hungary-kft-2254857?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
Scrum Master,Trenkwalder Kft.,"és Business Analyst támogatása és gyakorlatok, technikák hatékony demonstrációja a sprint célok...",https://www.profession.hu/allas/scrum-master-trenkwalder-kft-2259616?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
IT megfelelőségi munkatárs,Egis Gyógyszergyár Zrt,"A validáláshoz kapcsolódó szabályozási környezet nyomonkövetése DATA integrity guidelinek (EU GxP, FDA... ismeret, Data Integrity guideok ismerettel rendelkezel Középfokú angol nyelvtudásodat szívesen... ; Tester, Test Engineer; System Integrator; IT Development; English; junior; General work schedule ...",https://www.profession.hu/allas/it-megfelelosegi-munkatars-egis-gyogyszergyar-zrt-2246678?keyword=data%2Bengineer&hash=2e62d7abcae884b86b47dafe01310374&sessionId=3be9d69494289fd98e78b8bc786ac2ec,[]
