job_title,company_name,job_summary,job_link,job_tech_stack
Adatbázis - Adminisztrátor,Ulyssys Kft.,"🖥Csatlakozz csapatunkhoz! 🖥Szeretnél az adatbázisok világában új dolgokat felfedezni, és egy olyan csapat részese lenni, ahol az összetartás és a fejlődés központi szerepet játszik? Gyere és ismerj meg minket! 🌍",https://nofluffjobs.com/hu/job/adatbazis-adminisztrator-ulyssys-kft--budapest,"['PostgreSQL', 'SQL', 'Magyar']"
Junior Business Analyst,NIX Tech Kft.,"Our ideal candidate is a self-motivated person who is comfortable with working in a multi-tasking environment and has a passion to grow in business and requirements engineering. If you’re such a person, we kindly invite you to join our business analysis team!",https://nofluffjobs.com/hu/job/junior-business-analyst-nix-tech-kft-budapest-u4dladel,"['business analysis techniques and theory', 'Agile software development practices', 'Angol (B2)']"
Data Engineering Team Leader,Commercial bank of Qatar,"Data Engineering Senior Manager (Team Leader)is one of the key roles in a major initiative of Enterprise Data Fabric development, which is a part of CBQ’s Data Strategy and overall Digital Transformation. As a part of Data Governance and Engineering department, Data Engineering Team Leader will be managing a team of data engineers in implementing various data management systems such as Data Lake, MDM, Data Streaming, Metadata management which will be a part of the Enterprise Data Fabric.Data Engineering Team Leader will also work closely with number of IT, PMO, Data and operations teams to understand their needs and ensure that the Enterprise Data Fabric contributes to overall data quality, availability, democratization and culture.Number of Direct Reports: 7",https://nofluffjobs.com/hu/job/data-engineering-team-leader-commercial-bank-of-qatar-doha,"['Agile', 'Python', 'Airflow', 'Apache', 'Kafka', 'Spark', 'K8s', 'OpenShift', 'Docker', 'RDBMS', 'MS SQL Server', 'PostgreSQL', 'Oracle', 'ETL', 'SQL Server', 'Git', 'Pentaho', 'SQL', 'Snowflake', 'Vault', 'Microservices', 'Angol (B2)']"
Senior Data Analyst,SEON Technologies,"Are you a championSenior Data Analyst? Help us boost the SEON rocketship as we assemble our super team of fraud-fighting heroes. 🚀SEON is looking for a Senior Data Analyst with strong expertise in commercial analytics. You will be joining our Business Intelligence and Analytics team to be responsible for delivering all reporting requirements for SEON, including all data-related requests and questions to these topics (excluding data engineering related topics).You will ensure the seamless delivery of our reporting services either towards our clients or internal departments. As a Senior Data Analyst you will speed up these processes, handle any internal or external communication, and mentor our current junior and medior resources to achieve the highest standards in their Data Analyst career journey.The successful candidate will turn data into information, information into insight and insight into business decisions. Data analyst responsibilities at SEON include conducting full lifecycle data analyses and reporting capabilities.",https://nofluffjobs.com/hu/job/senior-data-analyst-seon-technologies-budapest,"['Forecasting', 'Segmentation', 'SQL', 'Python', 'Tableau', 'Angol (C1)']"
Database Administrator,NIX Tech Kft.,"NIX, a global supplier of software engineering and IT outsourcing services, is looking for aDatabase Administratorin its office in Budapest (Vaci Greens, 13th district). You’ll be part of a team of professionals who are ready to find the best tailor-made IT solutions for their multinational clients in various industries and solve complex problems.WHAT CAN WE OFFER YOU:Stable long-term work environmentPaid English courses and conversation clubsOpportunities for professional and personal growthMentoring program, internal and external professional training programsComfortable office in the 13th district of BudapestEvery necessary tool and device in the office will be provided to comfortably perform all project tasks: computers, meeting rooms, spacious modern kitchens with professional coffee machines, comfortable recreation areas with game consoles, board games, and a selection of literature for every tasteSupport and care from our friendly teamIf you feel you’re ready to join the team, apply for this job now! We’re already looking forward to meeting you!",https://nofluffjobs.com/hu/job/database-administrator-nix-tech-kft--budapest-1,"['Degree', 'PostgreSQL', 'SQL Server', 'MySQL', 'Oracle', 'Database', 'Data', 'Angol']"
SQL DBA,Hays Hungary Kft.,"Are you seeking career advancement in an international setting as a Database Admin? Our partner company, dedicated to delivering energy solutions through innovation and technology, is seeking a Database Administrator to join their global team in Budapest.",https://nofluffjobs.com/hu/job/sql-dba-hays-hungary-kft--budapest,"['SQL', 'SQL Server', 'T-SQL', 'Windows', 'Unix', 'Linux', 'Angol (C1)']"
MEDIOR BUSINESS ANALYST,NIX Tech Kft.,"NIX Tech, a global supplier of software engineering and IT outsourcing services, is looking for a Medior Business Analyst in its office in Budapest (Vaci Green, 13th district). You’ll be part of a team of professionals who are ready to find the best tailor-made IT solutions for their multinational clients in various industries and solve complex problems.",https://nofluffjobs.com/hu/job/medior-business-analyst-nix-tech-kft--budapest-2,"['UML', 'BPMN', 'SDLC', 'UI', 'UX', 'Network protocols', 'Figma', 'Adobe XD', 'Axure', 'Balsamic', 'Angol (B1)']"
Data Analytics Catalog Engineer/Analyst,MSD,"We are seeking a highly motivated and experienced Data Analytics Catalog (DAC) Engineer to join our team. Data is the new oil of our company and we are part of main programs focusing on Enablement of Data and Data Governance. As an Engineer, you will be responsible for analyzing and designing integrations between Data Governance application Collibra and other enterprise solutions and you will be working with top AWS technologies. You will be working in a top-tier environment with the newest technologies on the market.About UsWe are one company, but we operate under two different corporate brand names. We are known as Merck & Co., Inc., Rahway, NJ, USA in the United States, Canada & Puerto Rico. We are known as MSD everywhere else",https://nofluffjobs.com/hu/job/data-analytics-catalog-engineer-analyst-msd-prague-1,"['Python', 'REST API', 'API', 'JSON', 'pandas', 'Cseh']"
Rendszerszervező_6164,IDBC Creative Solutions Kft.,"Partnercégünk a leginkább ajánlott pénzügyi szolgáltató a régióban, aki támogatja a belső karrier utakat, illetve a változatos és érdekes projekteken kívül, oktatásokon és képzéseken is részt vehetsz.Több területre is keresünk rendszervezőt, így amennyiben rendelkezel az alábbi tapasztalatok egyikével, várjuk jelentkezésedet.",https://nofluffjobs.com/hu/job/rendszerszervezo-6164-idbc-creative-solutions-kft--budapest13kerulet,"['REST API', 'SoapUI', 'Postman', 'PostgreSQL', 'SQL', 'AS/400', 'Equation', 'Open API', 'Soap Api', 'Magyar', 'Angol (B2)']"
Medior Rendszerszervező_6154,IDBC Creative Solutions Kft.,"A KONKRÉT PROJEKT:Partnercégünk a leginkább ajánlott pénzügyi szolgáltató a régióban, aki támogatja a belső karrier utakat, illetve a változatos és érdekes projekteken kívül, oktatásokon és képzéseken is részt vehetsz.Medior rendszerszervező kollégával bővülne parnterünk számlavezetési területen.",https://nofluffjobs.com/hu/job/medior-rendszerszervezo-6154-idbc-creative-solutions-kft--budapest13kerulet,"['SQL', 'Interface', 'Magyar', 'Angol (B2)']"
